"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-PN-HRRP,N/A,,0.9783,16.1829,16.5417,Too Few to Report,07/01/2019,06/30/2022
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LAWRENCE MEDICAL CENTER,010059,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-PN-HRRP,89,,0.9879,15.5209,15.7111,13,07/01/2019,06/30/2022
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HF-HRRP,N/A,,0.9518,16.9116,17.7682,Too Few to Report,07/01/2019,06/30/2022
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-COPD-HRRP,N/A,,1.0157,17.9831,17.7052,Too Few to Report,07/01/2019,06/30/2022
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HIGHLANDS MEDICAL CENTER,010061,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-PN-HRRP,N/A,,0.9589,15.5285,16.1934,Too Few to Report,07/01/2019,06/30/2022
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WIREGRASS MEDICAL CENTER,010062,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
RUSSELL MEDICAL CENTER,010065,AL,READM-30-PN-HRRP,N/A,,0.9636,15.4063,15.9878,Too Few to Report,07/01/2019,06/30/2022
RUSSELL MEDICAL CENTER,010065,AL,READM-30-AMI-HRRP,N/A,,1.0021,14.4368,14.4067,Too Few to Report,07/01/2019,06/30/2022
RUSSELL MEDICAL CENTER,010065,AL,READM-30-COPD-HRRP,N/A,,0.9846,15.4636,15.7063,Too Few to Report,07/01/2019,06/30/2022
RUSSELL MEDICAL CENTER,010065,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HF-HRRP,84,,1.0110,20.5563,20.3317,18,07/01/2019,06/30/2022
RUSSELL MEDICAL CENTER,010065,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MEDICAL CENTER BARBOUR,010069,AL,READM-30-HF-HRRP,N/A,,0.9658,18.6664,19.3278,Too Few to Report,07/01/2019,06/30/2022
MEDICAL CENTER BARBOUR,010069,AL,READM-30-PN-HRRP,N/A,,0.9521,12.2581,12.8752,Too Few to Report,07/01/2019,06/30/2022
MEDICAL CENTER BARBOUR,010069,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MEDICAL CENTER BARBOUR,010069,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MEDICAL CENTER BARBOUR,010069,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CLAY COUNTY HOSPITAL,010073,AL,READM-30-PN-HRRP,N/A,,0.9913,13.7434,13.8647,Too Few to Report,07/01/2019,06/30/2022
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CLAY COUNTY HOSPITAL,010073,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CLAY COUNTY HOSPITAL,010073,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CLAY COUNTY HOSPITAL,010073,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CLAY COUNTY HOSPITAL,010073,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HF-HRRP,251,,0.9730,19.8509,20.4011,48,07/01/2019,06/30/2022
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-AMI-HRRP,166,,1.0104,15.3488,15.1906,26,07/01/2019,06/30/2022
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-PN-HRRP,212,,0.9288,15.5676,16.7610,28,07/01/2019,06/30/2022
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-HIP-KNEE-HRRP,144,,1.4087,6.0702,4.3092,14,07/01/2019,06/30/2022
NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,010078,AL,READM-30-COPD-HRRP,137,,0.8776,17.1467,19.5385,15,07/01/2019,06/30/2022
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HF-HRRP,136,,1.0250,20.1217,19.6305,29,07/01/2019,06/30/2022
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9250,3.7869,4.0939,Too Few to Report,07/01/2019,06/30/2022
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-COPD-HRRP,68,,1.0013,18.9989,18.9750,13,07/01/2019,06/30/2022
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-PN-HRRP,157,,1.0627,16.4996,15.5260,30,07/01/2019,06/30/2022
ATHENS LIMESTONE HOSPITAL,010079,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9973,4.6672,4.6796,Too Few to Report,07/01/2019,06/30/2022
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-HF-HRRP,240,,0.9663,19.2755,19.9470,44,07/01/2019,06/30/2022
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-PN-HRRP,228,,0.9704,15.3558,15.8238,33,07/01/2019,06/30/2022
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-COPD-HRRP,96,,0.9428,17.4758,18.5365,13,07/01/2019,06/30/2022
SOUTH BALDWIN REGIONAL MEDICAL CENTER,010083,AL,READM-30-AMI-HRRP,95,,1.0114,13.1100,12.9621,13,07/01/2019,06/30/2022
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.2317,6.5029,5.2797,Too Few to Report,07/01/2019,06/30/2022
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-PN-HRRP,361,,1.0480,16.8457,16.0742,64,07/01/2019,06/30/2022
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-HF-HRRP,350,,0.9516,18.6437,19.5909,62,07/01/2019,06/30/2022
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-COPD-HRRP,138,,1.0530,17.2046,16.3389,27,07/01/2019,06/30/2022
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,010085,AL,READM-30-AMI-HRRP,N/A,,0.9643,15.5707,16.1465,Too Few to Report,07/01/2019,06/30/2022
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-HF-HRRP,N/A,,1.0100,18.6820,18.4962,Too Few to Report,07/01/2019,06/30/2022
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-PN-HRRP,N/A,,0.9556,14.2832,14.9467,Too Few to Report,07/01/2019,06/30/2022
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-COPD-HRRP,N/A,,0.9622,16.8820,17.5456,Too Few to Report,07/01/2019,06/30/2022
NORTHWEST MEDICAL CENTER,010086,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-PN-HRRP,N/A,,0.9575,18.3683,19.1834,Too Few to Report,07/01/2019,06/30/2022
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
USA HEALTH UNIVERSITY HOSPITAL,010087,AL,READM-30-HF-HRRP,N/A,,0.9831,19.7040,20.0428,Too Few to Report,07/01/2019,06/30/2022
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-COPD-HRRP,91,,1.0575,19.1030,18.0637,21,07/01/2019,06/30/2022
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-PN-HRRP,131,,0.9859,15.2313,15.4491,19,07/01/2019,06/30/2022
WALKER BAPTIST MEDICAL CENTER,010089,AL,READM-30-HF-HRRP,135,,1.0440,20.1101,19.2619,30,07/01/2019,06/30/2022
PROVIDENCE HOSPITAL,010090,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9101,3.9317,4.3199,Too Few to Report,07/01/2019,06/30/2022
PROVIDENCE HOSPITAL,010090,AL,READM-30-AMI-HRRP,133,,0.9647,11.8088,12.2407,14,07/01/2019,06/30/2022
PROVIDENCE HOSPITAL,010090,AL,READM-30-COPD-HRRP,95,,0.9792,16.1223,16.4652,14,07/01/2019,06/30/2022
PROVIDENCE HOSPITAL,010090,AL,READM-30-CABG-HRRP,N/A,,1.0407,10.8372,10.4130,Too Few to Report,07/01/2019,06/30/2022
PROVIDENCE HOSPITAL,010090,AL,READM-30-HF-HRRP,291,,1.0336,20.5453,19.8771,62,07/01/2019,06/30/2022
PROVIDENCE HOSPITAL,010090,AL,READM-30-PN-HRRP,249,,1.0480,16.7918,16.0224,45,07/01/2019,06/30/2022
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
GROVE HILL MEMORIAL HOSPITAL,010091,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9965,4.0932,4.1074,Too Few to Report,07/01/2019,06/30/2022
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-CABG-HRRP,N/A,,1.1007,9.9602,9.0490,Too Few to Report,07/01/2019,06/30/2022
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-AMI-HRRP,159,,0.9900,12.2546,12.3786,19,07/01/2019,06/30/2022
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-HF-HRRP,646,,0.9860,19.6491,19.9273,126,07/01/2019,06/30/2022
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-COPD-HRRP,297,,1.0544,20.3768,19.3258,64,07/01/2019,06/30/2022
DCH REGIONAL MEDICAL CENTER,010092,AL,READM-30-PN-HRRP,544,,1.1162,18.4642,16.5417,108,07/01/2019,06/30/2022
HALE COUNTY HOSPITAL,010095,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HALE COUNTY HOSPITAL,010095,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HALE COUNTY HOSPITAL,010095,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HALE COUNTY HOSPITAL,010095,AL,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HALE COUNTY HOSPITAL,010095,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
HALE COUNTY HOSPITAL,010095,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ELMORE COMMUNITY HOSPITAL,010097,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-PN-HRRP,N/A,,0.9725,12.6018,12.9577,Too Few to Report,07/01/2019,06/30/2022
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HF-HRRP,N/A,,0.9683,15.6660,16.1791,Too Few to Report,07/01/2019,06/30/2022
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
D W MCMILLAN MEMORIAL HOSPITAL,010099,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
THOMAS HOSPITAL,010100,AL,READM-30-CABG-HRRP,150,,1.0666,11.4573,10.7415,19,07/01/2019,06/30/2022
THOMAS HOSPITAL,010100,AL,READM-30-AMI-HRRP,116,,1.0332,11.6102,11.2371,15,07/01/2019,06/30/2022
THOMAS HOSPITAL,010100,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.7685,3.2047,4.1698,Too Few to Report,07/01/2019,06/30/2022
THOMAS HOSPITAL,010100,AL,READM-30-PN-HRRP,259,,1.0130,15.1131,14.9197,40,07/01/2019,06/30/2022
THOMAS HOSPITAL,010100,AL,READM-30-COPD-HRRP,N/A,,0.9746,17.4655,17.9201,Too Few to Report,07/01/2019,06/30/2022
THOMAS HOSPITAL,010100,AL,READM-30-HF-HRRP,269,,1.0874,20.6159,18.9581,61,07/01/2019,06/30/2022
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-HF-HRRP,54,,1.0852,21.3915,19.7123,17,07/01/2019,06/30/2022
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CITIZENS BAPTIST MEDICAL CENTER,010101,AL,READM-30-PN-HRRP,53,,1.0752,15.4995,14.4155,13,07/01/2019,06/30/2022
J PAUL JONES HOSPITAL,010102,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
J PAUL JONES HOSPITAL,010102,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
J PAUL JONES HOSPITAL,010102,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
J PAUL JONES HOSPITAL,010102,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
J PAUL JONES HOSPITAL,010102,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
J PAUL JONES HOSPITAL,010102,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-AMI-HRRP,100,,1.0024,14.8774,14.8411,15,07/01/2019,06/30/2022
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HF-HRRP,170,,0.9497,19.6576,20.6981,30,07/01/2019,06/30/2022
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-COPD-HRRP,72,,1.0252,19.9805,19.4895,16,07/01/2019,06/30/2022
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-HIP-KNEE-HRRP,N/A,,1.0314,5.1755,5.0179,Too Few to Report,07/01/2019,06/30/2022
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-PN-HRRP,89,,1.0090,19.5048,19.3300,18,07/01/2019,06/30/2022
PRINCETON BAPTIST MEDICAL CENTER,010103,AL,READM-30-CABG-HRRP,N/A,,1.0058,11.4420,11.3756,Too Few to Report,07/01/2019,06/30/2022
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-COPD-HRRP,133,,1.0330,20.2006,19.5551,29,07/01/2019,06/30/2022
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-PN-HRRP,262,,0.9787,16.9752,17.3443,43,07/01/2019,06/30/2022
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-CABG-HRRP,94,,1.2213,13.0999,10.7264,18,07/01/2019,06/30/2022
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HF-HRRP,450,,0.9931,20.5472,20.6898,92,07/01/2019,06/30/2022
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-AMI-HRRP,171,,1.0074,13.8251,13.7240,24,07/01/2019,06/30/2022
GRANDVIEW MEDICAL CENTER,010104,AL,READM-30-HIP-KNEE-HRRP,368,,1.0518,4.6805,4.4501,18,07/01/2019,06/30/2022
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-PN-HRRP,119,,0.9373,14.5253,15.4977,13,07/01/2019,06/30/2022
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-HF-HRRP,107,,1.0214,20.1797,19.7577,23,07/01/2019,06/30/2022
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-COPD-HRRP,86,,0.9302,18.2620,19.6331,11,07/01/2019,06/30/2022
PRATTVILLE BAPTIST HOSPITAL,010108,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BULLOCK COUNTY HOSPITAL,010110,AL,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-PN-HRRP,N/A,,0.9457,16.8023,17.7676,Too Few to Report,07/01/2019,06/30/2022
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HF-HRRP,58,,1.0017,20.4905,20.4551,12,07/01/2019,06/30/2022
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WHITFIELD REGIONAL HOSPITAL,010112,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-CABG-HRRP,N/A,,1.1263,11.5464,10.2517,Too Few to Report,07/01/2019,06/30/2022
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-COPD-HRRP,141,,0.9934,18.0298,18.1493,25,07/01/2019,06/30/2022
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-PN-HRRP,341,,0.9698,16.1565,16.6604,53,07/01/2019,06/30/2022
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HF-HRRP,363,,0.9312,19.2105,20.6302,65,07/01/2019,06/30/2022
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-AMI-HRRP,151,,1.0774,14.8040,13.7409,26,07/01/2019,06/30/2022
MOBILE INFIRMARY MEDICAL CENTER,010113,AL,READM-30-HIP-KNEE-HRRP,N/A,,0.9139,3.7599,4.1142,Too Few to Report,07/01/2019,06/30/2022
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-HF-HRRP,93,,0.9121,19.5282,21.4111,12,07/01/2019,06/30/2022
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-PN-HRRP,118,,1.0055,15.7887,15.7027,19,07/01/2019,06/30/2022
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-COPD-HRRP,N/A,,0.9765,18.5397,18.9861,Too Few to Report,07/01/2019,06/30/2022
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",010114,AL,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-PN-HRRP,95,,1.0399,18.2019,17.5037,20,07/01/2019,06/30/2022
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,010118,AL,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
